timestamp,buyer,seller,symbol,currency,price,quantity
110100,,,INTARIAN_PEPPER_ROOT,XIRECS,12117.0,7
113600,,,INTARIAN_PEPPER_ROOT,XIRECS,12120.0,7
115400,,,INTARIAN_PEPPER_ROOT,XIRECS,12122.0,6
118200,,,INTARIAN_PEPPER_ROOT,XIRECS,12125.0,6
126000,,,INTARIAN_PEPPER_ROOT,XIRECS,12119.0,5
128400,,,INTARIAN_PEPPER_ROOT,XIRECS,12122.0,7
139000,,,INTARIAN_PEPPER_ROOT,XIRECS,12146.0,3
139400,,,INTARIAN_PEPPER_ROOT,XIRECS,12133.0,7
141700,,,INTARIAN_PEPPER_ROOT,XIRECS,12145.0,6
142400,,,INTARIAN_PEPPER_ROOT,XIRECS,12138.0,5
143400,,,INTARIAN_PEPPER_ROOT,XIRECS,12137.0,7
147600,,,INTARIAN_PEPPER_ROOT,XIRECS,12154.0,6
147700,,,INTARIAN_PEPPER_ROOT,XIRECS,12154.0,3
148100,,,INTARIAN_PEPPER_ROOT,XIRECS,12144.0,3
148700,,,INTARIAN_PEPPER_ROOT,XIRECS,12145.0,8
150500,,,INTARIAN_PEPPER_ROOT,XIRECS,12144.0,6
159500,,,INTARIAN_PEPPER_ROOT,XIRECS,12153.0,7
170000,,,INTARIAN_PEPPER_ROOT,XIRECS,12177.0,7
170400,,,INTARIAN_PEPPER_ROOT,XIRECS,12164.0,3
172800,,,INTARIAN_PEPPER_ROOT,XIRECS,12176.0,3
179600,,,INTARIAN_PEPPER_ROOT,XIRECS,12170.0,5
182200,,,INTARIAN_PEPPER_ROOT,XIRECS,12189.0,5
183700,,,INTARIAN_PEPPER_ROOT,XIRECS,12190.0,3
186400,,,INTARIAN_PEPPER_ROOT,XIRECS,12193.0,7
192400,,,INTARIAN_PEPPER_ROOT,XIRECS,12186.0,3
192800,,,INTARIAN_PEPPER_ROOT,XIRECS,12199.0,7
196500,,,INTARIAN_PEPPER_ROOT,XIRECS,12192.0,7
198800,,,INTARIAN_PEPPER_ROOT,XIRECS,12192.0,6
203700,,,INTARIAN_PEPPER_ROOT,XIRECS,12213.0,7
213100,,,INTARIAN_PEPPER_ROOT,XIRECS,12216.0,6
216000,,,INTARIAN_PEPPER_ROOT,XIRECS,12212.0,3
216600,,,INTARIAN_PEPPER_ROOT,XIRECS,12212.0,7
216800,,,INTARIAN_PEPPER_ROOT,XIRECS,12223.0,6
224500,,,INTARIAN_PEPPER_ROOT,XIRECS,12231.0,6
229300,,,INTARIAN_PEPPER_ROOT,XIRECS,12236.0,6
233100,,,INTARIAN_PEPPER_ROOT,XIRECS,12226.0,5
235900,,,INTARIAN_PEPPER_ROOT,XIRECS,12226.0,7
237100,,,INTARIAN_PEPPER_ROOT,XIRECS,12247.0,6
237600,,,INTARIAN_PEPPER_ROOT,XIRECS,12231.0,3
240400,,,INTARIAN_PEPPER_ROOT,XIRECS,12234.0,6
240900,,,INTARIAN_PEPPER_ROOT,XIRECS,12251.0,5
243400,,,INTARIAN_PEPPER_ROOT,XIRECS,12237.0,5
244200,,,INTARIAN_PEPPER_ROOT,XIRECS,12251.0,6
248500,,,INTARIAN_PEPPER_ROOT,XIRECS,12244.0,8
249200,,,INTARIAN_PEPPER_ROOT,XIRECS,12256.0,4
251800,,,INTARIAN_PEPPER_ROOT,XIRECS,12255.0,4
254100,,,INTARIAN_PEPPER_ROOT,XIRECS,12261.0,6
256700,,,INTARIAN_PEPPER_ROOT,XIRECS,12263.0,5
260200,,,INTARIAN_PEPPER_ROOT,XIRECS,12256.0,3
262100,,,INTARIAN_PEPPER_ROOT,XIRECS,12269.0,6
264000,,,INTARIAN_PEPPER_ROOT,XIRECS,12257.0,3
265200,,,INTARIAN_PEPPER_ROOT,XIRECS,12261.0,8
265500,,,INTARIAN_PEPPER_ROOT,XIRECS,12261.0,6
265900,,,INTARIAN_PEPPER_ROOT,XIRECS,12262.0,8
271900,,,INTARIAN_PEPPER_ROOT,XIRECS,12282.0,7
277700,,,INTARIAN_PEPPER_ROOT,XIRECS,12284.0,4
280600,,,INTARIAN_PEPPER_ROOT,XIRECS,12276.0,8
292400,,,INTARIAN_PEPPER_ROOT,XIRECS,12296.0,6
293200,,,INTARIAN_PEPPER_ROOT,XIRECS,12289.0,7
297300,,,INTARIAN_PEPPER_ROOT,XIRECS,12293.0,3
297600,,,INTARIAN_PEPPER_ROOT,XIRECS,12293.0,8
298500,,,INTARIAN_PEPPER_ROOT,XIRECS,12292.0,7
300500,,,INTARIAN_PEPPER_ROOT,XIRECS,12294.0,3
305100,,,INTARIAN_PEPPER_ROOT,XIRECS,12298.0,6
307100,,,INTARIAN_PEPPER_ROOT,XIRECS,12314.0,4
317300,,,INTARIAN_PEPPER_ROOT,XIRECS,12327.0,5
318500,,,INTARIAN_PEPPER_ROOT,XIRECS,12312.0,6
319300,,,INTARIAN_PEPPER_ROOT,XIRECS,12313.0,5
321500,,,INTARIAN_PEPPER_ROOT,XIRECS,12328.0,3
327600,,,INTARIAN_PEPPER_ROOT,XIRECS,12323.0,3
329100,,,INTARIAN_PEPPER_ROOT,XIRECS,12322.0,5
331600,,,INTARIAN_PEPPER_ROOT,XIRECS,12322.0,7
340300,,,INTARIAN_PEPPER_ROOT,XIRECS,12347.0,6
346300,,,INTARIAN_PEPPER_ROOT,XIRECS,12350.0,8
352200,,,INTARIAN_PEPPER_ROOT,XIRECS,12359.0,7
354000,,,INTARIAN_PEPPER_ROOT,XIRECS,12350.0,3
354400,,,INTARIAN_PEPPER_ROOT,XIRECS,12350.0,4
355300,,,INTARIAN_PEPPER_ROOT,XIRECS,12349.0,7
356100,,,INTARIAN_PEPPER_ROOT,XIRECS,12349.0,4
361900,,,INTARIAN_PEPPER_ROOT,XIRECS,12369.0,6
363100,,,INTARIAN_PEPPER_ROOT,XIRECS,12356.0,4
374200,,,INTARIAN_PEPPER_ROOT,XIRECS,12381.0,5
374300,,,INTARIAN_PEPPER_ROOT,XIRECS,12368.0,3
374900,,,INTARIAN_PEPPER_ROOT,XIRECS,12382.0,5
376100,,,INTARIAN_PEPPER_ROOT,XIRECS,12369.0,5
378200,,,INTARIAN_PEPPER_ROOT,XIRECS,12372.0,3
378500,,,INTARIAN_PEPPER_ROOT,XIRECS,12385.0,7
379400,,,INTARIAN_PEPPER_ROOT,XIRECS,12386.0,7
381800,,,INTARIAN_PEPPER_ROOT,XIRECS,12372.0,6
386500,,,INTARIAN_PEPPER_ROOT,XIRECS,12390.0,3
387500,,,INTARIAN_PEPPER_ROOT,XIRECS,12391.0,7
389500,,,INTARIAN_PEPPER_ROOT,XIRECS,12383.0,4
397900,,,INTARIAN_PEPPER_ROOT,XIRECS,12394.0,6
398400,,,INTARIAN_PEPPER_ROOT,XIRECS,12405.0,5
400900,,,INTARIAN_PEPPER_ROOT,XIRECS,12391.0,4
404700,,,INTARIAN_PEPPER_ROOT,XIRECS,12395.0,5
409600,,,INTARIAN_PEPPER_ROOT,XIRECS,12405.0,6
421200,,,INTARIAN_PEPPER_ROOT,XIRECS,12424.0,5
422100,,,INTARIAN_PEPPER_ROOT,XIRECS,12415.0,7
434800,,,INTARIAN_PEPPER_ROOT,XIRECS,12428.0,3
437100,,,INTARIAN_PEPPER_ROOT,XIRECS,12427.0,5
442300,,,INTARIAN_PEPPER_ROOT,XIRECS,12438.0,7
446300,,,INTARIAN_PEPPER_ROOT,XIRECS,12453.0,5
448600,,,INTARIAN_PEPPER_ROOT,XIRECS,12455.0,3
450900,,,INTARIAN_PEPPER_ROOT,XIRECS,12444.0,6
451200,,,INTARIAN_PEPPER_ROOT,XIRECS,12444.0,7
452500,,,INTARIAN_PEPPER_ROOT,XIRECS,12456.0,8
458100,,,INTARIAN_PEPPER_ROOT,XIRECS,12454.0,8
459800,,,INTARIAN_PEPPER_ROOT,XIRECS,12453.0,6
463700,,,INTARIAN_PEPPER_ROOT,XIRECS,12467.0,3
470800,,,INTARIAN_PEPPER_ROOT,XIRECS,12478.0,7
471100,,,INTARIAN_PEPPER_ROOT,XIRECS,12474.0,6
478700,,,INTARIAN_PEPPER_ROOT,XIRECS,12474.0,3
480500,,,INTARIAN_PEPPER_ROOT,XIRECS,12487.0,4
485300,,,INTARIAN_PEPPER_ROOT,XIRECS,12479.0,3
486700,,,INTARIAN_PEPPER_ROOT,XIRECS,12480.0,4
487800,,,INTARIAN_PEPPER_ROOT,XIRECS,12481.0,3
491300,,,INTARIAN_PEPPER_ROOT,XIRECS,12495.0,4
492400,,,INTARIAN_PEPPER_ROOT,XIRECS,12486.0,3
495900,,,INTARIAN_PEPPER_ROOT,XIRECS,12489.0,6
513000,,,INTARIAN_PEPPER_ROOT,XIRECS,12520.0,6
513400,,,INTARIAN_PEPPER_ROOT,XIRECS,12520.0,7
513900,,,INTARIAN_PEPPER_ROOT,XIRECS,12517.0,7
514700,,,INTARIAN_PEPPER_ROOT,XIRECS,12521.0,5
516100,,,INTARIAN_PEPPER_ROOT,XIRECS,12509.0,7
516900,,,INTARIAN_PEPPER_ROOT,XIRECS,12510.0,5
522800,,,INTARIAN_PEPPER_ROOT,XIRECS,12530.0,5
524200,,,INTARIAN_PEPPER_ROOT,XIRECS,12521.0,7
530400,,,INTARIAN_PEPPER_ROOT,XIRECS,12534.0,7
532000,,,INTARIAN_PEPPER_ROOT,XIRECS,12525.0,4
533100,,,INTARIAN_PEPPER_ROOT,XIRECS,12523.0,5
538300,,,INTARIAN_PEPPER_ROOT,XIRECS,12545.0,6
539900,,,INTARIAN_PEPPER_ROOT,XIRECS,12550.0,5
541200,,,INTARIAN_PEPPER_ROOT,XIRECS,12534.0,7
546800,,,INTARIAN_PEPPER_ROOT,XIRECS,12540.0,6
554200,,,INTARIAN_PEPPER_ROOT,XIRECS,12561.0,3
554300,,,INTARIAN_PEPPER_ROOT,XIRECS,12550.0,3
563400,,,INTARIAN_PEPPER_ROOT,XIRECS,12557.0,4
566200,,,INTARIAN_PEPPER_ROOT,XIRECS,12559.0,6
568200,,,INTARIAN_PEPPER_ROOT,XIRECS,12564.0,7
575500,,,INTARIAN_PEPPER_ROOT,XIRECS,12582.0,5
579200,,,INTARIAN_PEPPER_ROOT,XIRECS,12575.0,4
581100,,,INTARIAN_PEPPER_ROOT,XIRECS,12574.0,4
584800,,,INTARIAN_PEPPER_ROOT,XIRECS,12595.0,3
592300,,,INTARIAN_PEPPER_ROOT,XIRECS,12599.0,3
595400,,,INTARIAN_PEPPER_ROOT,XIRECS,12585.0,3
607800,,,INTARIAN_PEPPER_ROOT,XIRECS,12615.0,6
608000,,,INTARIAN_PEPPER_ROOT,XIRECS,12604.0,5
609000,,,INTARIAN_PEPPER_ROOT,XIRECS,12616.0,7
610900,,,INTARIAN_PEPPER_ROOT,XIRECS,12618.0,7
611900,,,INTARIAN_PEPPER_ROOT,XIRECS,12622.0,7
616200,,,INTARIAN_PEPPER_ROOT,XIRECS,12623.0,5
618000,,,INTARIAN_PEPPER_ROOT,XIRECS,12614.0,6
619800,,,INTARIAN_PEPPER_ROOT,XIRECS,12627.0,5
628800,,,INTARIAN_PEPPER_ROOT,XIRECS,12622.0,3
629100,,,INTARIAN_PEPPER_ROOT,XIRECS,12625.0,4
632500,,,INTARIAN_PEPPER_ROOT,XIRECS,12639.0,4
632800,,,INTARIAN_PEPPER_ROOT,XIRECS,12626.0,4
634300,,,INTARIAN_PEPPER_ROOT,XIRECS,12624.0,5
635000,,,INTARIAN_PEPPER_ROOT,XIRECS,12638.0,5
638300,,,INTARIAN_PEPPER_ROOT,XIRECS,12628.0,6
639800,,,INTARIAN_PEPPER_ROOT,XIRECS,12643.0,5
641600,,,INTARIAN_PEPPER_ROOT,XIRECS,12637.0,8
641800,,,INTARIAN_PEPPER_ROOT,XIRECS,12645.0,6
642400,,,INTARIAN_PEPPER_ROOT,XIRECS,12638.0,8
644500,,,INTARIAN_PEPPER_ROOT,XIRECS,12638.0,5
648100,,,INTARIAN_PEPPER_ROOT,XIRECS,12651.0,3
657500,,,INTARIAN_PEPPER_ROOT,XIRECS,12664.0,7
663300,,,INTARIAN_PEPPER_ROOT,XIRECS,12667.0,3
664400,,,INTARIAN_PEPPER_ROOT,XIRECS,12654.0,7
665000,,,INTARIAN_PEPPER_ROOT,XIRECS,12672.0,4
667800,,,INTARIAN_PEPPER_ROOT,XIRECS,12675.0,4
668300,,,INTARIAN_PEPPER_ROOT,XIRECS,12675.0,7
668300,,,INTARIAN_PEPPER_ROOT,XIRECS,12672.0,4
671400,,,INTARIAN_PEPPER_ROOT,XIRECS,12665.0,3
676600,,,INTARIAN_PEPPER_ROOT,XIRECS,12680.0,6
679700,,,INTARIAN_PEPPER_ROOT,XIRECS,12673.0,6
683700,,,INTARIAN_PEPPER_ROOT,XIRECS,12691.0,6
686800,,,INTARIAN_PEPPER_ROOT,XIRECS,12680.0,5
688600,,,INTARIAN_PEPPER_ROOT,XIRECS,12682.0,4
694800,,,INTARIAN_PEPPER_ROOT,XIRECS,12702.0,5
696300,,,INTARIAN_PEPPER_ROOT,XIRECS,12700.0,6
696800,,,INTARIAN_PEPPER_ROOT,XIRECS,12700.0,5
700300,,,INTARIAN_PEPPER_ROOT,XIRECS,12707.0,4
700800,,,INTARIAN_PEPPER_ROOT,XIRECS,12708.0,3
719900,,,INTARIAN_PEPPER_ROOT,XIRECS,12716.0,5
720700,,,INTARIAN_PEPPER_ROOT,XIRECS,12714.0,6
722200,,,INTARIAN_PEPPER_ROOT,XIRECS,12729.0,3
732700,,,INTARIAN_PEPPER_ROOT,XIRECS,12728.0,8
738700,,,INTARIAN_PEPPER_ROOT,XIRECS,12732.0,6
746600,,,INTARIAN_PEPPER_ROOT,XIRECS,12742.0,7
746800,,,INTARIAN_PEPPER_ROOT,XIRECS,12750.0,4
747600,,,INTARIAN_PEPPER_ROOT,XIRECS,12758.0,5
751100,,,INTARIAN_PEPPER_ROOT,XIRECS,12758.0,7
756100,,,INTARIAN_PEPPER_ROOT,XIRECS,12749.0,5
757800,,,INTARIAN_PEPPER_ROOT,XIRECS,12751.0,4
763700,,,INTARIAN_PEPPER_ROOT,XIRECS,12754.0,5
767500,,,INTARIAN_PEPPER_ROOT,XIRECS,12761.0,3
768400,,,INTARIAN_PEPPER_ROOT,XIRECS,12775.0,6
770000,,,INTARIAN_PEPPER_ROOT,XIRECS,12773.0,3
774200,,,INTARIAN_PEPPER_ROOT,XIRECS,12767.0,6
774500,,,INTARIAN_PEPPER_ROOT,XIRECS,12778.0,8
781500,,,INTARIAN_PEPPER_ROOT,XIRECS,12777.0,7
785100,,,INTARIAN_PEPPER_ROOT,XIRECS,12792.0,3
791600,,,INTARIAN_PEPPER_ROOT,XIRECS,12798.0,5
792200,,,INTARIAN_PEPPER_ROOT,XIRECS,12785.0,6
793900,,,INTARIAN_PEPPER_ROOT,XIRECS,12790.0,6
795500,,,INTARIAN_PEPPER_ROOT,XIRECS,12789.0,4
796800,,,INTARIAN_PEPPER_ROOT,XIRECS,12800.0,7
798000,,,INTARIAN_PEPPER_ROOT,XIRECS,12808.0,4
799100,,,INTARIAN_PEPPER_ROOT,XIRECS,12789.0,6
800600,,,INTARIAN_PEPPER_ROOT,XIRECS,12796.0,4
801100,,,INTARIAN_PEPPER_ROOT,XIRECS,12808.0,5
809500,,,INTARIAN_PEPPER_ROOT,XIRECS,12805.0,5
814800,,,INTARIAN_PEPPER_ROOT,XIRECS,12825.0,7
815200,,,INTARIAN_PEPPER_ROOT,XIRECS,12822.0,6
818800,,,INTARIAN_PEPPER_ROOT,XIRECS,12826.0,4
819700,,,INTARIAN_PEPPER_ROOT,XIRECS,12827.0,3
822000,,,INTARIAN_PEPPER_ROOT,XIRECS,12818.0,8
825200,,,INTARIAN_PEPPER_ROOT,XIRECS,12821.0,3
831400,,,INTARIAN_PEPPER_ROOT,XIRECS,12835.0,8
832400,,,INTARIAN_PEPPER_ROOT,XIRECS,12839.0,6
835800,,,INTARIAN_PEPPER_ROOT,XIRECS,12843.0,6
838400,,,INTARIAN_PEPPER_ROOT,XIRECS,12828.0,5
838800,,,INTARIAN_PEPPER_ROOT,XIRECS,12842.0,5
841900,,,INTARIAN_PEPPER_ROOT,XIRECS,12845.0,3
844300,,,INTARIAN_PEPPER_ROOT,XIRECS,12851.0,5
844400,,,INTARIAN_PEPPER_ROOT,XIRECS,12837.0,4
846300,,,INTARIAN_PEPPER_ROOT,XIRECS,12839.0,3
848800,,,INTARIAN_PEPPER_ROOT,XIRECS,12856.0,4
851400,,,INTARIAN_PEPPER_ROOT,XIRECS,12858.0,5
853000,,,INTARIAN_PEPPER_ROOT,XIRECS,12863.0,5
853300,,,INTARIAN_PEPPER_ROOT,XIRECS,12846.0,5
861800,,,INTARIAN_PEPPER_ROOT,XIRECS,12865.0,3
864900,,,INTARIAN_PEPPER_ROOT,XIRECS,12868.0,7
866000,,,INTARIAN_PEPPER_ROOT,XIRECS,12873.0,6
866200,,,INTARIAN_PEPPER_ROOT,XIRECS,12862.0,3
869000,,,INTARIAN_PEPPER_ROOT,XIRECS,12865.0,5
870200,,,INTARIAN_PEPPER_ROOT,XIRECS,12874.0,6
873100,,,INTARIAN_PEPPER_ROOT,XIRECS,12866.0,6
878600,,,INTARIAN_PEPPER_ROOT,XIRECS,12882.0,5
881600,,,INTARIAN_PEPPER_ROOT,XIRECS,12871.0,4
882200,,,INTARIAN_PEPPER_ROOT,XIRECS,12892.0,7
892100,,,INTARIAN_PEPPER_ROOT,XIRECS,12885.0,4
892900,,,INTARIAN_PEPPER_ROOT,XIRECS,12886.0,3
893500,,,INTARIAN_PEPPER_ROOT,XIRECS,12889.0,3
894200,,,INTARIAN_PEPPER_ROOT,XIRECS,12901.0,7
896500,,,INTARIAN_PEPPER_ROOT,XIRECS,12890.0,6
902000,,,INTARIAN_PEPPER_ROOT,XIRECS,12895.0,4
904700,,,INTARIAN_PEPPER_ROOT,XIRECS,12900.0,7
904800,,,INTARIAN_PEPPER_ROOT,XIRECS,12898.0,7
906500,,,INTARIAN_PEPPER_ROOT,XIRECS,12917.0,6
908800,,,INTARIAN_PEPPER_ROOT,XIRECS,12904.0,7
911500,,,INTARIAN_PEPPER_ROOT,XIRECS,12918.0,4
913400,,,INTARIAN_PEPPER_ROOT,XIRECS,12917.0,5
914400,,,INTARIAN_PEPPER_ROOT,XIRECS,12910.0,7
917000,,,INTARIAN_PEPPER_ROOT,XIRECS,12920.0,4
922400,,,INTARIAN_PEPPER_ROOT,XIRECS,12915.0,3
922700,,,INTARIAN_PEPPER_ROOT,XIRECS,12916.0,5
923000,,,INTARIAN_PEPPER_ROOT,XIRECS,12916.0,7
927600,,,INTARIAN_PEPPER_ROOT,XIRECS,12921.0,4
928600,,,INTARIAN_PEPPER_ROOT,XIRECS,12922.0,7
935100,,,INTARIAN_PEPPER_ROOT,XIRECS,12931.0,4
936200,,,INTARIAN_PEPPER_ROOT,XIRECS,12932.0,7
936700,,,INTARIAN_PEPPER_ROOT,XIRECS,12930.0,3
937400,,,INTARIAN_PEPPER_ROOT,XIRECS,12941.0,3
937600,,,INTARIAN_PEPPER_ROOT,XIRECS,12931.0,7
939400,,,INTARIAN_PEPPER_ROOT,XIRECS,12943.0,8
940100,,,INTARIAN_PEPPER_ROOT,XIRECS,12930.0,5
943700,,,INTARIAN_PEPPER_ROOT,XIRECS,12951.0,3
951400,,,INTARIAN_PEPPER_ROOT,XIRECS,12958.0,3
954500,,,INTARIAN_PEPPER_ROOT,XIRECS,12948.0,4
954600,,,INTARIAN_PEPPER_ROOT,XIRECS,12948.0,4
955100,,,INTARIAN_PEPPER_ROOT,XIRECS,12951.0,8
956900,,,INTARIAN_PEPPER_ROOT,XIRECS,12947.0,5
957200,,,INTARIAN_PEPPER_ROOT,XIRECS,12950.0,7
957900,,,INTARIAN_PEPPER_ROOT,XIRECS,12965.0,7
958900,,,INTARIAN_PEPPER_ROOT,XIRECS,12955.0,7
960600,,,INTARIAN_PEPPER_ROOT,XIRECS,12956.0,3
960600,,,INTARIAN_PEPPER_ROOT,XIRECS,12956.0,2
961600,,,INTARIAN_PEPPER_ROOT,XIRECS,12955.0,3
965100,,,INTARIAN_PEPPER_ROOT,XIRECS,12958.0,6
971300,,,INTARIAN_PEPPER_ROOT,XIRECS,12975.0,3
971600,,,INTARIAN_PEPPER_ROOT,XIRECS,12967.0,7
972000,,,INTARIAN_PEPPER_ROOT,XIRECS,12965.0,3
975500,,,INTARIAN_PEPPER_ROOT,XIRECS,12969.0,6
978800,,,INTARIAN_PEPPER_ROOT,XIRECS,12972.0,4
985800,,,INTARIAN_PEPPER_ROOT,XIRECS,12981.0,5
989200,,,INTARIAN_PEPPER_ROOT,XIRECS,12993.0,8
989900,,,INTARIAN_PEPPER_ROOT,XIRECS,12986.0,4
990200,,,INTARIAN_PEPPER_ROOT,XIRECS,12983.0,6
990700,,,INTARIAN_PEPPER_ROOT,XIRECS,12998.0,6
990900,,,INTARIAN_PEPPER_ROOT,XIRECS,12984.0,6
991300,,,INTARIAN_PEPPER_ROOT,XIRECS,12984.0,3
995000,,,INTARIAN_PEPPER_ROOT,XIRECS,13002.0,4
998400,,,INTARIAN_PEPPER_ROOT,XIRECS,13005.0,4
3000,,,INTARIAN_PEPPER_ROOT,XIRECS,10999.0,8
4200,,,INTARIAN_PEPPER_ROOT,XIRECS,10995.0,4
6300,,,INTARIAN_PEPPER_ROOT,XIRECS,11000.0,4
17900,,,INTARIAN_PEPPER_ROOT,XIRECS,11012.0,6
19700,,,INTARIAN_PEPPER_ROOT,XIRECS,11011.0,7
24100,,,INTARIAN_PEPPER_ROOT,XIRECS,11030.0,5
25800,,,INTARIAN_PEPPER_ROOT,XIRECS,11029.0,3
28200,,,INTARIAN_PEPPER_ROOT,XIRECS,11034.0,6
29100,,,INTARIAN_PEPPER_ROOT,XIRECS,11035.0,6
31600,,,INTARIAN_PEPPER_ROOT,XIRECS,11034.0,3
34900,,,INTARIAN_PEPPER_ROOT,XIRECS,11044.0,6
35000,,,INTARIAN_PEPPER_ROOT,XIRECS,11038.0,8
38500,,,INTARIAN_PEPPER_ROOT,XIRECS,11032.0,4
38700,,,INTARIAN_PEPPER_ROOT,XIRECS,11035.0,5
40000,,,INTARIAN_PEPPER_ROOT,XIRECS,11036.0,5
40300,,,INTARIAN_PEPPER_ROOT,XIRECS,11034.0,4
40400,,,INTARIAN_PEPPER_ROOT,XIRECS,11046.0,3
41900,,,INTARIAN_PEPPER_ROOT,XIRECS,11048.0,5
42700,,,INTARIAN_PEPPER_ROOT,XIRECS,11049.0,6
44800,,,INTARIAN_PEPPER_ROOT,XIRECS,11039.0,4
52900,,,INTARIAN_PEPPER_ROOT,XIRECS,11047.0,5
53100,,,INTARIAN_PEPPER_ROOT,XIRECS,11049.0,4
63900,,,INTARIAN_PEPPER_ROOT,XIRECS,11067.0,7
70500,,,INTARIAN_PEPPER_ROOT,XIRECS,11067.0,3
73900,,,INTARIAN_PEPPER_ROOT,XIRECS,11068.0,7
74000,,,INTARIAN_PEPPER_ROOT,XIRECS,11080.0,5
76800,,,INTARIAN_PEPPER_ROOT,XIRECS,11083.0,6
81000,,,INTARIAN_PEPPER_ROOT,XIRECS,11072.0,5
81700,,,INTARIAN_PEPPER_ROOT,XIRECS,11088.0,6
81900,,,INTARIAN_PEPPER_ROOT,XIRECS,11088.0,5
83100,,,INTARIAN_PEPPER_ROOT,XIRECS,11089.0,7
88700,,,INTARIAN_PEPPER_ROOT,XIRECS,11083.0,3
88800,,,INTARIAN_PEPPER_ROOT,XIRECS,11083.0,3
94600,,,INTARIAN_PEPPER_ROOT,XIRECS,11091.0,7
98400,,,INTARIAN_PEPPER_ROOT,XIRECS,11104.0,3
99400,,,INTARIAN_PEPPER_ROOT,XIRECS,11096.0,8
101000,,,INTARIAN_PEPPER_ROOT,XIRECS,11097.0,4
108800,,,INTARIAN_PEPPER_ROOT,XIRECS,11115.0,5
113600,,,INTARIAN_PEPPER_ROOT,XIRECS,11111.0,4
120600,,,INTARIAN_PEPPER_ROOT,XIRECS,11115.0,6
121900,,,INTARIAN_PEPPER_ROOT,XIRECS,11128.0,4
122600,,,INTARIAN_PEPPER_ROOT,XIRECS,11117.0,7
123400,,,INTARIAN_PEPPER_ROOT,XIRECS,11132.0,5
124900,,,INTARIAN_PEPPER_ROOT,XIRECS,11119.0,6
125400,,,INTARIAN_PEPPER_ROOT,XIRECS,11131.0,7
128000,,,INTARIAN_PEPPER_ROOT,XIRECS,11122.0,7
128700,,,INTARIAN_PEPPER_ROOT,XIRECS,11125.0,3
131500,,,INTARIAN_PEPPER_ROOT,XIRECS,11125.0,3
132200,,,INTARIAN_PEPPER_ROOT,XIRECS,11126.0,7
133100,,,INTARIAN_PEPPER_ROOT,XIRECS,11139.0,6
136100,,,INTARIAN_PEPPER_ROOT,XIRECS,11132.0,6
139300,,,INTARIAN_PEPPER_ROOT,XIRECS,11133.0,4
139400,,,INTARIAN_PEPPER_ROOT,XIRECS,11133.0,7
139600,,,INTARIAN_PEPPER_ROOT,XIRECS,11146.0,6
139800,,,INTARIAN_PEPPER_ROOT,XIRECS,11134.0,7
